total,filter,remove,rank,organization,country,country_iso,ratio,asn,region
22,0,0,427,Evolink AD,Bulgaria,BG,0,8262,RIPE NCC
22,0,0,428,Uniti Fiber Holdings Inc.,United States,US,0,13760,ARIN
22,0,0,432,Feenix Communications Limited,New Zealand,NZ,0,135069,APNIC
22,0,0,433,,Japan,JP,0,2907,APNIC
22,0,0,434,GLOBALCONNECT AS,Norway,NO,0,2116,RIPE NCC
22,0,0,438,Wholesail networks LLC,United States,US,0,20055,ARIN
22,0,0,440,GleSYS AB,Sweden,SE,0,42708,RIPE NCC
22,0,0,441,Foton Telecom CJSC,Russia,RU,0,42861,RIPE NCC
22,0,0,442,VSX Networks,Brazil,BR,0,262355,LACNIC
22,0,0,443,"AT&T Global Network Services, LLC",United States,US,0,2687,ARIN
22,0,0,444,"Operbes, S.A. de C.V.",Mexico,MX,0,18734,LACNIC
22,0,0,445,WideOpenWest Finance LLC,United States,US,0,12083,ARIN
22,0,0,446,Associação Rede Nacional de Ensino e Pesquisa,Brazil,BR,0,1916,LACNIC
22,0,0,447,Aptum Technologies,Canada,CA,0,13768,ARIN
22,0,0,448,Moldtelecom SA,Moldova,MD,0,8926,RIPE NCC
22,16,0,450,Charter Communications Inc,United States,US,0.73,11351,ARIN
22,12,0,451,Psychz Networks,United States,US,0.55,40676,ARIN
22,0,0,452,XFERNET,United States,US,0,27630,ARIN
22,0,0,453,OMONIA d.o.o.,Croatia,HR,0,44306,RIPE NCC
22,0,0,454,PJSC MegaFon,Russia,RU,0,20632,RIPE NCC
22,17,0,455,"Charter Communications, Inc",United States,US,0.77,33363,ARIN
22,16,0,456,Charter Communications Inc,United States,US,0.73,11426,ARIN
22,0,0,457,Power Grid Corporation of India Limited,India,IN,0,132215,APNIC
22,0,0,458,IPSvyaz OOO,Russia,RU,0,48276,RIPE NCC
22,0,0,459,JSC Avantel,Russia,RU,0,25227,RIPE NCC
22,0,0,460,China Unicom,China,CN,0,4808,APNIC
22,0,0,461,IP-Max SA,Switzerland,CH,0,25091,RIPE NCC
22,0,0,462,"Limited Liability Company ""Transneft Telecom""",Russia,RU,0,60388,RIPE NCC
22,22,0,463,"Scientific -Industrial Firm ""Volz"" Ltd",Ukraine,UA,1,12963,RIPE NCC
22,0,0,464,Cooperación Latino Americana de Redes Avanzadas,Uruguay,UY,0,27750,LACNIC
22,8,0,465,"123.Net, Inc.",United States,US,0.36,12129,ARIN
22,0,0,466,Telemach UG d.o.o.,Slovenia,SI,0,3212,RIPE NCC
22,0,0,467,PROVEDOR BRCENTRAL.NET LTDA,Brazil,BR,0,262476,LACNIC
22,0,0,468,NBS SERVICOS DE COMUNICACOES LTDA,Brazil,BR,0,61745,LACNIC
22,0,0,469,CIRCLE NETWORK,Bangladesh,BD,0,134371,APNIC
22,0,0,472,iNES GROUP SRL,Romania,RO,0,12310,RIPE NCC
22,0,0,475,"LUMOS Networks, Inc.",United States,US,0,7795,ARIN
22,0,0,476,Comfortel Ltd.,Russia,RU,0,56534,RIPE NCC
22,0,0,477,Openfactory GmbH,Switzerland,CH,0,58299,RIPE NCC
22,22,0,480,Omega Telecom LLC,Ukraine,UA,1,199995,RIPE NCC
22,0,0,481,TELECOMUNICACOES BRASILEIRAS S. A. - TELEBRAS,Brazil,BR,0,53237,LACNIC
22,0,0,483,Aranet Comunicacao Ltda,Brazil,BR,0,262462,LACNIC
22,0,0,484,VELOO NET LTDA,Brazil,BR,0,262740,LACNIC
22,0,0,485,TurkNet Iletisim Hizmetleri A.S.,Turkey,TR,0,12735,RIPE NCC
22,22,0,486,"Comcast Cable Communications, LLC",United States,US,1,33652,ARIN
22,22,0,489,PT. Cyberindo Aditama,Indonesia,ID,1,4787,APNIC
22,22,0,491,Telia Finland Oyj,Finland,FI,1,1759,RIPE NCC
22,22,0,492,M-net Telekommunikations GmbH,Germany,DE,1,8767,RIPE NCC
22,0,0,493,"BroadbandONE, LLC",United States,US,0,19151,ARIN
22,22,0,494,Bignet LLC,Ukraine,UA,1,43668,RIPE NCC
22,0,0,495,Uninet S.A. de C.V.,Mexico,MX,0,8151,LACNIC
22,0,0,496,China Unicom (Hong Kong) Operations Limited,Hong Kong,HK,0,10099,APNIC
22,6,0,497,Zenlayer Inc,United States,US,0.27,21859,ARIN
22,0,0,498,IFX Corporation,United States,US,0,18747,ARIN
22,0,0,499,Hutchison Drei Austria GmbH,Austria,AT,0,25255,RIPE NCC
22,0,0,500,"PrJSC ""VF UKRAINE""",Ukraine,UA,0,21497,RIPE NCC
22,0,0,501,Pioneer Elabs Ltd.,India,IN,0,18229,APNIC
22,8,0,503,SOFTNET d.o.o.,Slovenia,SI,0.36,9119,RIPE NCC
22,0,0,506,Aureon Network Services,United States,US,0,5056,ARIN
22,0,0,507,Servicios Digitales Codinet S.L.,Spain,ES,0,202766,RIPE NCC
22,22,0,509,Iron Mountain Data Center,United States,US,1,12025,ARIN
22,10,0,511,LS Networks,United States,US,0.45,25899,ARIN
22,22,0,513,PCCW IMS Limited,Hong Kong,HK,1,4515,APNIC
22,8,0,514,"Syringa Networks, LLC",United States,US,0.36,15305,ARIN
22,0,0,515,"Airstream Communications, LLC",United States,US,0,11796,ARIN
22,0,0,516,NSS S.A.,Argentina,AR,0,16814,LACNIC
22,0,0,517,"JSC ""Zap-SibTransTelekom""",Russia,RU,0,21127,RIPE NCC
22,0,0,518,NetMagic Solutions Pvt Ltd,India,IN,0,17439,APNIC
22,18,0,519,CS Loxinfo Public Company Limited,Thailand,TH,0.82,4750,APNIC
22,0,0,520,National Knowledge Network,India,IN,0,55824,APNIC
22,22,0,521,BIZNET ISP,Indonesia,ID,1,17451,APNIC
22,0,0,522,Hoinaski & Sklasky Ltda,Brazil,BR,0,262847,LACNIC
22,0,0,523,VOANET Telecomunicações Ltda.,Brazil,BR,0,52872,LACNIC
22,0,0,524,ICC Communication,Bangladesh,BD,0,58689,APNIC
22,20,0,525,"FiberLight, LLC",United States,US,0.91,13876,ARIN
22,22,0,527,Devoli LTD,New Zealand,NZ,1,45177,APNIC
22,0,0,529,CMC Telecom Infrastructure Company,Vietnam,VN,0,45903,APNIC
22,0,0,530,Bahnhof AB,Sweden,SE,0,8473,RIPE NCC
22,0,0,532,"JSC ""Silknet""",Georgia,GE,0,35805,RIPE NCC
22,0,0,534,NORTH TELECOMUNICACOES EIRELI,Brazil,BR,0,269096,LACNIC
22,22,0,535,Digital United Inc.,Taiwan,TW,1,4780,APNIC
22,0,0,536,Suddenlink Communications,United States,US,0,19108,ARIN
22,22,0,538,Otecel S.A.,Ecuador,EC,1,19114,LACNIC
22,22,0,539,"Comcast Cable Communications, LLC",United States,US,1,7725,ARIN
22,0,0,549,Bayanat Al-Oula For Network Services Limited Co.,Saudi Arabia,SA,0,35819,RIPE NCC
22,7,0,550,"PJSC ""Ukrtelecom""",Ukraine,UA,0.32,6849,RIPE NCC
22,0,0,551,"JSC ""Kaztranscom""",Kazakhstan,KZ,0,35104,RIPE NCC
22,0,0,552,"Great Lakes Comnet, Inc.",United States,US,0,30517,ARIN
22,22,0,553,ISP Alliance a.s.,Czechia,CZ,1,47232,RIPE NCC
22,0,0,554,bdHUB,Bangladesh,BD,0,58656,APNIC
22,0,0,556,"Comcast Cable Communications, LLC",United States,US,0,33650,ARIN
22,0,0,557,DNA Oyj,Finland,FI,0,16086,RIPE NCC
22,0,0,558,NEDETEL S.A.,Ecuador,EC,0,264668,LACNIC
22,0,0,559,CITIC Telecom CPC Netherlands B.V.,Netherlands,NL,0,3327,RIPE NCC
22,0,0,561,"SIA ""BITE Latvija""",Latvia,LV,0,2588,RIPE NCC
22,0,0,562,Infinivan Incorporated,Philippines,PH,0,135607,APNIC
22,0,0,563,KINX,South Korea,KR,0,9957,APNIC
22,0,0,564,Beanfield Technologies Inc.,Canada,CA,0,23498,ARIN
22,22,0,566,Telefonica de Argentina,Argentina,AR,1,10834,LACNIC
22,2,0,567,Iran Telecommunication Company PJS,Iran,IR,0.09,58224,RIPE NCC
22,0,0,569,IRIDEOS S.P.A.,Italy,IT,0,3302,RIPE NCC
22,18,0,570,"""NOVATEL"" EOOD",Bulgaria,BG,0.82,41313,RIPE NCC
22,22,0,571,Vietel - CHT Compamy Ltd,Vietnam,VN,1,38731,APNIC
22,0,0,573,Integrated Telecom Co. Ltd,Saudi Arabia,SA,0,35753,RIPE NCC
22,0,0,574,Cincinnati Bell Telephone Company LLC,United States,US,0,6181,ARIN
22,0,0,575,FloridaNet,United States,US,0,11096,ARIN
22,0,0,576,Administracion Nacional de Telecomunicaciones,Uruguay,UY,0,6057,LACNIC
22,22,0,577,"NeuStar, Inc.",United States,US,1,19905,ARIN
22,0,0,578,"""Kyivstar"" PJSC",Ukraine,UA,0,15895,RIPE NCC
22,0,0,579,OneCleveland,United States,US,0,19009,ARIN
22,22,0,580,IT.Gate S.p.A.,Italy,IT,1,12779,RIPE NCC
22,0,0,581,"Zito Media, L.P.",United States,US,0,26801,ARIN
22,22,0,582,NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA INSTYTUT BADAWCZY,Poland,PL,1,8308,RIPE NCC
22,22,0,583,Gigatrans LTD,Ukraine,UA,1,44600,RIPE NCC
22,22,0,585,Elisa Oyj,Finland,FI,1,719,RIPE NCC
22,0,0,586,Vodafone New Zealand Limited,New Zealand,NZ,0,9500,APNIC
22,0,0,587,NextHop Pty Ltd,Australia,AU,0,9507,APNIC
22,0,0,588,China Telecom,China,CN,0,4812,APNIC
22,0,0,589,Bharat Sanchar Nigam Ltd,India,IN,0,9829,APNIC
22,0,0,590,KINBER,United States,US,0,14877,ARIN
22,22,0,592,SC ITNS.NET SRL,Moldova,MD,1,35346,RIPE NCC
22,8,0,593,TE-AS,Egypt,EG,0.36,8452,AFRINIC
22,0,0,594,Emirates Integrated Telecommunications Company PJSC,United Arab Emirates,AE,0,15802,RIPE NCC
22,22,0,595,Globacom Limited,Nigeria,NG,1,37148,AFRINIC
22,0,0,596,Hutchison Drei Austria GmbH,Austria,AT,0,8437,RIPE NCC
22,0,0,597,C Spire Fiber,United States,US,0,11272,ARIN
22,0,0,601,Microscan Computers Private Limited,India,IN,0,55352,APNIC
22,0,0,602,"AboveNet Communications Taiwan Co., Ltd",Taiwan,TW,0,17408,APNIC
22,12,0,603,OARnet,United States,US,0.55,600,ARIN
22,0,0,605,WIND HELLAS TELECOMMUNICATIONS SA,Greece,GR,0,25472,RIPE NCC
22,0,0,606,COMNET BILGI ILETISIM TEKNOLOJILERI TICARET A.S.,Turkey,TR,0,61135,RIPE NCC
22,0,0,607,Office of Info.Tech. Admin. for Educational Development,Thailand,TH,0,4621,APNIC
22,0,0,608,A1 Hrvatska d.o.o.,Croatia,HR,0,15994,RIPE NCC
22,0,0,609,Bluebird Network,United States,US,0,62943,ARIN
22,0,0,610,Adamo Telecom Iberia S.A.,Spain,ES,0,35699,RIPE NCC
22,0,0,611,CRELCOM LLC,Russia,RU,0,6789,RIPE NCC
22,0,0,612,Prometey LLC,Russia,RU,0,35000,RIPE NCC
22,0,0,614,"Comcast Cable Communications, LLC",United States,US,0,33490,ARIN
22,0,0,615,Ooredoo Q.S.C.,Qatar,QA,0,8781,RIPE NCC
22,0,0,616,"Comcast Cable Communications, LLC",United States,US,0,33659,ARIN
22,0,0,617,Sejong Telecom,South Korea,KR,0,9848,APNIC
22,0,0,618,ORION,Canada,CA,0,26677,ARIN
22,22,0,620,Telia Eesti AS,Estonia,EE,1,3249,RIPE NCC
22,0,0,621,Internap Holding LLC,United States,US,0,12182,ARIN
22,22,0,624,Hydra Communications Ltd,United Kingdom,GB,1,25369,RIPE NCC
22,0,0,625,China Unicom,China,CN,0,17621,APNIC
22,0,0,626,Gulf Bridge International Inc.,British Virgin Islands,VG,0,200612,ARIN
22,0,0,628,EWE TEL GmbH,Germany,DE,0,9145,RIPE NCC
22,0,0,629,ETG Integrated Services Ltd. (Dolphin Telecom),Ghana,GH,0,37613,AFRINIC
22,0,0,630,JHS TELECOMUNICAÇOES LTDA,Brazil,BR,0,265078,LACNIC
22,0,0,631,CrimeaCom South LLC,Russia,RU,0,28761,RIPE NCC
22,7,0,633,TDS TELECOM,United States,US,0.32,4181,ARIN
22,0,0,634,"""ElCat"" Ltd.",Kyrgyzstan,KG,0,8449,RIPE NCC
22,0,0,635,GSL Networks Pty LTD,Australia,AU,0,137409,APNIC
22,5,0,637,Ampernet Telecomunicações Ltda,Brazil,BR,0.23,28158,LACNIC
22,22,0,638,"Comcast Cable Communications, LLC",United States,US,1,33662,ARIN
22,0,0,639,ComClark Network & Technology Corp,Philippines,PH,0,17639,APNIC
22,0,0,641,Hetzner Online GmbH,Germany,DE,0,24940,RIPE NCC
22,0,0,643,"The Fusion Network, LLC",United States,US,0,19754,ARIN
22,0,0,645,ASAP GLOBAL TELECOM,Brazil,BR,0,264144,LACNIC
22,22,0,649,POST Luxembourg,Luxembourg,LU,1,6661,RIPE NCC
22,0,0,650,CAT Telecom Public Company Limited,Thailand,TH,0,9931,APNIC
22,0,0,651,NeocomISP Limited,Cambodia,KH,0,9902,APNIC
22,0,0,652,Transamerican Telecomunication S.A.,Argentina,AR,0,262195,LACNIC
22,0,0,653,AS Number of Indusind Media and communication Ltd.,India,IN,0,17665,APNIC
22,0,0,654,"Pilot Fiber, Inc.",United States,US,0,46450,ARIN
22,22,0,655,GNC-Alfa CJSC,Armenia,AM,1,49800,RIPE NCC
22,0,0,656,Telecom Argentina S.A.,Argentina,AR,0,10481,LACNIC
22,0,0,657,Web Werks India Pvt. Ltd.,India,IN,0,133296,APNIC
22,0,0,658,TOTAL PLAY TELECOMUNICACIONES SA DE CV,Mexico,MX,0,17072,LACNIC
22,4,0,659,Midcontinent Communications,United States,US,0.18,11232,ARIN
22,22,0,661,Invitech ICT Services Kft.,Hungary,HU,1,12301,RIPE NCC
22,0,0,662,"DataBank Holdings, Ltd.",United States,US,0,13767,ARIN
22,0,0,663,NForce Entertainment B.V.,Netherlands,NL,0,43350,RIPE NCC
22,0,0,664,"JSC ""ER-Telecom Holding""",Russia,RU,0,25408,RIPE NCC
22,0,0,665,Pitline Ltd,Ukraine,UA,0,62206,RIPE NCC
22,0,0,666,RE Servicos de Comunicacao Multimidia,Brazil,BR,0,266931,LACNIC
22,22,0,667,GTT Netherlands B.V.,Netherlands,NL,1,5580,RIPE NCC
22,0,0,668,Noroestecom Telecomunicacoes Ltda,Brazil,BR,0,52579,LACNIC
22,0,0,670,1&1 IONOS SE,Germany,DE,0,8560,RIPE NCC
22,0,0,671,"FAIRPOINT COMMUNICATIONS, INC.",United States,US,0,13977,ARIN
22,0,0,672,Netorn LLC,Russia,RU,0,34123,RIPE NCC
22,6,0,673,Envia Tel GmbH,Germany,DE,0.27,21413,RIPE NCC
22,15,0,674,AFR-IX TELECOM S.L.,Spain,ES,0.68,60171,RIPE NCC
22,0,0,676,NETWAY INFORMATICA LTDA,Brazil,BR,0,61678,LACNIC
22,0,0,679,China Mobile,China,CN,0,56048,APNIC
22,0,0,680,University of Maryland,United States,US,0,10886,ARIN
22,0,0,682,AVATO TECNOLOGIA,Brazil,BR,0,262907,LACNIC
22,0,0,683,CILNET Comunicacao e Informatica LTDA.,Brazil,BR,0,28580,LACNIC
22,0,0,684,,Japan,JP,0,10010,APNIC
22,17,0,685,Charter Communications Inc,United States,US,0.77,12271,ARIN
22,0,0,687,IQ Networks,Iraq,IQ,0,44217,RIPE NCC
22,0,0,688,Republican Unitary Telecommunication Enterprise Beltelecom,Belarus,BY,0,6697,RIPE NCC
22,22,0,689,"Grande Communications Networks, LLC",United States,US,1,7459,ARIN
22,22,0,690,Internap Holding LLC,United States,US,1,12179,ARIN
22,0,0,691,TPx Communications,United States,US,0,14265,ARIN
22,21,0,693,"Alpheus Data Services, L.L.C.",United States,US,0.95,25956,ARIN
22,0,0,694,Ava Telecomunicações LTDA,Brazil,BR,0,52840,LACNIC
22,6,0,695,Business Network Ltd,Belarus,BY,0.27,12406,RIPE NCC
22,0,0,696,NEOTEL DOO export-import Skopje,Macedonia,MK,0,34772,RIPE NCC
22,0,0,697,Over the Wire Pty Ltd,Australia,AU,0,9268,APNIC
22,0,0,698,"Joint-stock company ""Internet Exchange ""MSK-IX",Russia,RU,0,8985,RIPE NCC
22,0,0,699,"""OBIT"" Ltd.",Russia,RU,0,8492,RIPE NCC
22,0,0,700,Emplot Ltd.,Ukraine,UA,0,21488,RIPE NCC
22,0,0,703,Magticom Ltd.,Georgia,GE,0,16010,RIPE NCC
22,0,0,704,IOMART CLOUD SERVICES LIMITED,United Kingdom,GB,0,20860,RIPE NCC
22,22,0,705,Gigared S.A.,Argentina,AR,1,20207,LACNIC
22,0,0,706,Aamra Networks Limited,Bangladesh,BD,0,24323,APNIC
22,0,0,707,"Lintas Data Prima, PT",Indonesia,ID,0,45305,APNIC
22,9,0,710,"TierPoint, LLC",United States,US,0.41,17378,ARIN
22,0,0,711,Telx,United States,US,0,36086,ARIN
22,0,0,714,76 TELECOMUNICAÇÃO LTDA,Brazil,BR,0,262760,LACNIC
22,0,0,715,CELERIX TECNOLOGIA DE TELECOMUNICACOES LTDA,Brazil,BR,0,266167,LACNIC
22,0,0,717,Syscon Infoway Pvt. Ltd.,India,IN,0,45194,APNIC
22,0,0,719,"Taiwan Fixed Network, Telco and Network Service Provider.",Taiwan,TW,0,9924,APNIC
22,22,0,720,"Comcast Cable Communications, LLC",United States,US,1,21508,ARIN
22,0,0,723,VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,Greece,GR,0,3329,RIPE NCC
22,0,0,724,Internap Holding LLC,United States,US,0,10913,ARIN
22,0,0,725,EQUINIX BRASIL,Brazil,BR,0,26592,LACNIC
22,0,0,726,Blix Solutions AS,Norway,NO,0,50304,RIPE NCC
22,0,0,727,Digicel Jamaica,Jamaica,JM,0,33576,ARIN
22,0,0,728,Netassist Limited,Gibraltar,GI,0,29632,RIPE NCC
22,0,0,729,ORANGE MOLDOVA S.A.,Moldova,MD,0,25454,RIPE NCC
22,0,0,730,SUMICITY TELECOMUNICACOES S.A.,Brazil,BR,0,28210,LACNIC
22,6,0,732,,Japan,JP,0.27,4725,APNIC
22,8,0,733,QuadraNet Enterprises LLC,United States,US,0.36,8100,ARIN
22,22,0,735,Equinix Asia Pacific Pte Ltd,Japan,JP,1,23686,APNIC
22,22,0,736,Kyivski Telekomunikatsiyni Merezhi LLC,Ukraine,UA,1,25229,RIPE NCC
22,0,0,737,Africa Independent Network Exchange (Pty) LTD (AfricaINX),South Africa,ZA,0,37179,AFRINIC
22,22,0,738,ENTANET International Limited,United Kingdom,GB,1,8468,RIPE NCC
22,0,0,740,Mundivox LTDA,Brazil,BR,0,17222,LACNIC
22,0,0,741,Videotron Telecom Ltee,Canada,CA,0,5769,ARIN
22,0,0,742,EastLink,Canada,CA,0,11260,ARIN
22,0,0,743,AZERTELECOM,Azerbaijan,AZ,0,196925,RIPE NCC
22,0,0,746,North Texas GigaPOP,United States,US,0,22645,ARIN
22,0,0,747,XTRA TELECOM S.A.,Spain,ES,0,15704,RIPE NCC
22,0,0,748,"Consolidated Communications, Inc.",United States,US,0,12042,ARIN
22,0,0,749,Belarusian Cloud Technologies JLLC,Belarus,BY,0,60330,RIPE NCC
22,0,0,752,JSC Macomnet,Russia,RU,0,8470,RIPE NCC
22,0,0,755,"VODAFONE ONO, S.A.",Spain,ES,0,6739,RIPE NCC
22,0,0,757,Altibox AS,Norway,NO,0,29695,RIPE NCC
22,0,0,758,"CONTINENTAL BROADBAND PENNSYLVANIA, INC.",United States,US,0,17054,ARIN
22,0,0,759,"Singapore Telecom, ConnectPlus",Singapore,SG,0,9255,APNIC
22,0,0,760,RD TELECOM LTDA -ME,Brazil,BR,0,263558,LACNIC
22,8,0,762,PT. HIPERNET INDODATA,Indonesia,ID,0.36,38758,APNIC
22,0,0,763,Myanma Post & Telecommunication,Myanmar,MM,0,45558,APNIC
22,0,0,764,KPN B.V.,Netherlands,NL,0,1136,RIPE NCC
22,0,0,765,"Comcast Cable Communications, LLC",United States,US,0,22909,ARIN
22,0,0,767,BT Italia S.p.A.,Italy,IT,0,8968,RIPE NCC
22,20,0,770,Simbanet (T) Limited,Tanzania,TZ,0.91,37084,AFRINIC
22,0,0,771,INEA S.A.,Poland,PL,0,13110,RIPE NCC
22,20,0,772,"Packet Host, Inc.",United States,US,0.91,54825,ARIN
22,22,0,773,"Technical University of Gdansk, Academic Computer Center TASK",Poland,PL,1,12831,RIPE NCC
22,0,0,774,Henet Telecomunicacoes Ltda,Brazil,BR,0,52974,LACNIC
22,0,0,775,RENOVARE TELECOM,Brazil,BR,0,266201,LACNIC
22,11,0,776,Merit Network Inc.,United States,US,0.5,237,ARIN
22,0,0,777,Vodacom,South Africa,ZA,0,36994,AFRINIC
22,22,0,778,Plusnet GmbH,Germany,DE,1,20676,RIPE NCC
22,0,0,779,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,Slovakia,SK,0,2607,RIPE NCC
22,0,0,780,"HIVELOCITY, Inc.",United States,US,0,29802,ARIN
22,0,0,781,OSNET Wireless,Puerto Rico,PR,0,21559,ARIN
22,0,0,782,Virtutel Pty Ltd,Australia,AU,0,24516,APNIC
22,0,0,783,"TEXAS LONE STAR NETWORK, LLC",United States,US,0,46849,ARIN
22,0,0,784,Metrofibre Networx,South Africa,ZA,0,327782,AFRINIC
22,0,0,785,Tata Teleservices (Maharashtra) Ltd,India,IN,0,17762,APNIC
22,0,0,786,Afranet,Iran,IR,0,25184,RIPE NCC
22,0,0,787,Net Turbo Telecom,Brazil,BR,0,53158,LACNIC
22,0,0,789,Titania Telecom,Brazil,BR,0,262526,LACNIC
22,0,0,790,Net&Com Serviços de Informática e Telecomunicações,Brazil,BR,0,263324,LACNIC
22,7,0,793,OARnet,United States,US,0.32,3112,ARIN
22,0,0,794,Viewqwest Pte Ltd,Singapore,SG,0,18106,APNIC
22,0,0,795,Linknet ASN,Indonesia,ID,0,9905,APNIC
22,10,0,796,DQE Communications LLC,United States,US,0.45,33154,ARIN
22,21,0,797,"Level 3 Parent, LLC",United States,US,0.95,10753,ARIN
22,0,0,798,GlobalConnect A/S,Denmark,DK,0,42525,RIPE NCC
22,0,0,799,Pars Online PJS,Iran,IR,0,16322,RIPE NCC
22,22,0,800,Hawe Telekom Sp. z.o.o.,Poland,PL,1,42739,RIPE NCC
22,0,0,801,Intelligent Fiber Network,United States,US,0,32703,ARIN
22,22,0,802,Exetel Pty Ltd,Australia,AU,1,10143,APNIC
22,0,0,803,Wideband Networks Pty Ltd,Australia,AU,0,4764,APNIC
22,0,0,804,OLLA COMUNICACAO LTDA,Brazil,BR,0,61884,LACNIC
22,22,0,807,"SAREnet, S.A.",Spain,ES,1,3262,RIPE NCC
22,0,0,808,"NOS COMUNICACOES, S.A.",Portugal,PT,0,2860,RIPE NCC
22,0,0,809,Great Plains Communications LLC,United States,US,0,13807,ARIN
22,0,0,810,HL komm Telekommunikations GmbH,Germany,DE,0,16097,RIPE NCC
22,8,0,811,AS Number for Interdomain Routing,India,IN,0.36,18002,APNIC
22,0,0,814,Stelkom d.o.o.,Slovenia,SI,0,43061,RIPE NCC
22,0,0,816,,Japan,JP,0,2518,APNIC
22,0,0,818,Bell Canada,Canada,CA,0,855,ARIN
22,21,0,819,"CABLE ONE, INC.",United States,US,0.95,11492,ARIN
22,0,0,820,i3D.net B.V,Netherlands,NL,0,49544,RIPE NCC
22,3,0,822,PS Lightwave,United States,US,0.14,394437,ARIN
22,0,0,823,"Producmedia, S.L.",Spain,ES,0,43833,RIPE NCC
22,0,0,825,CETIN Ltd. Belgrade,Serbia,RS,0,15958,RIPE NCC
22,0,0,826,ENERGOTEL a.s.,Slovakia,SK,0,31117,RIPE NCC
22,22,0,827,HighSpeed Office Limited,United Kingdom,GB,1,39326,RIPE NCC
22,0,0,829,PJSC MegaFon,Russia,RU,0,50928,RIPE NCC
22,14,0,830,Afghan Wireless Communication Company,Afghanistan,AF,0.64,138322,APNIC
22,0,0,832,MEDIA SAT SRL,Romania,RO,0,8751,RIPE NCC
22,0,0,833,PERSIS TELECOM,Brazil,BR,0,14282,LACNIC
22,0,0,834,Net Botanic Internet Inteligente Ltda,Brazil,BR,0,28338,LACNIC
22,0,0,835,GTi TELECOMUNICACOES S/A,Brazil,BR,0,263080,LACNIC
22,0,0,836,Safaricom Limited,Kenya,KE,0,33771,AFRINIC
22,0,0,837,Oath Holdings Inc.,United States,US,0,10310,ARIN
22,0,0,839,Emirates Telecommunications Corporation,United Arab Emirates,AE,0,5384,RIPE NCC
22,0,0,840,Palestine Telecommunications Company (PALTEL),Palestinian Territory,PS,0,12975,RIPE NCC
22,22,0,841,Ote SA (Hellenic Telecommunications Organisation),Greece,GR,1,6799,RIPE NCC
22,22,0,842,ADVANCED WIRELESS NETWORK COMPANY LIMITED,Thailand,TH,1,45458,APNIC
22,0,0,843,Nova hf,Iceland,IS,0,44735,RIPE NCC
22,0,0,844,Telmex Chile Internet S.A.,Chile,CL,0,6429,LACNIC
22,22,0,845,"O2 Czech Republic, a.s.",Czechia,CZ,1,5610,RIPE NCC
22,0,0,847,Hydro One Telecom Inc.,Canada,CA,0,19752,ARIN
22,0,0,848,Global Communication Net Plc,Bulgaria,BG,0,12615,RIPE NCC
22,0,0,849,SOUTH DAKOTA NETWORK,United States,US,0,13576,ARIN
22,0,0,851,StarNet Solutii SRL,Moldova,MD,0,31252,RIPE NCC
22,0,0,852,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,Iran,IR,0,24631,RIPE NCC
22,0,0,853,Seflow S.N.C. Di Marco Brame' & C.,Italy,IT,0,49367,RIPE NCC
22,0,0,854,NOVA FIBRA TELECOM S.A.,Brazil,BR,0,11835,LACNIC
22,0,0,855,Securebit AG,Switzerland,CH,0,58057,RIPE NCC
22,0,0,856,INFORTEK NETWORKS LTDA -ME,Brazil,BR,0,61689,LACNIC
22,0,0,857,KS Network Limited,Bangladesh,BD,0,59362,APNIC
22,0,0,858,Jisc Services Limited,United Kingdom,GB,0,786,RIPE NCC
22,0,0,860,"Mega Cable, S.A. de C.V.",Mexico,MX,0,13999,LACNIC
22,0,0,861,Telconet S.A,Ecuador,EC,0,27947,LACNIC
22,0,0,862,National Mobile Telecommunications Company,Kuwait,KW,0,29357,RIPE NCC
22,0,0,864,"Visionary Communications, Inc.",United States,US,0,10835,ARIN
22,22,0,865,Shenandoah Cable Television LLC,United States,US,1,4922,ARIN
22,0,0,867,IRIS Networks,United States,US,0,11758,ARIN
22,0,0,868,VNET a.s.,Slovakia,SK,0,29405,RIPE NCC
22,21,0,869,Eurofiber Nederland BV,Netherlands,NL,0.95,39686,RIPE NCC
22,0,0,870,Institute for Research in Fundamental Sciences,Iran,IR,0,6736,RIPE NCC
22,0,0,871,Six Degrees Technology Group Limited,United Kingdom,GB,0,6908,RIPE NCC
22,0,0,872,"FreeTel, s.r.o.",Czechia,CZ,0,8251,RIPE NCC
22,0,0,873,"United Information Highway Co.,Ltd.",Thailand,TH,0,38794,APNIC
22,14,0,874,Clouvider Limited,United Kingdom,GB,0.64,62240,RIPE NCC
22,22,0,875,ha-vel internet s.r.o.,Czechia,CZ,1,15935,RIPE NCC
22,22,0,876,IDE Group Connect Limited,United Kingdom,GB,1,25577,RIPE NCC
22,0,0,877,Webby Tecnologia Ltda,Brazil,BR,0,262493,LACNIC
22,0,0,878,Opcao Telecom,Brazil,BR,0,53065,LACNIC
22,0,0,879,"JSC ""Severen-Telecom""",Russia,RU,0,24739,RIPE NCC
22,0,0,880,CORPORATIVA TELECOMUNICACOES EIRELI ME,Brazil,BR,0,263432,LACNIC
22,5,0,882,K-Link LLC,Ukraine,UA,0.23,48648,RIPE NCC
